how many azure items does the other network have? 	you have twelve pink cashews, you have ten maroon carrots, you have eighteen azure persimmons 	eighteen 	azure
how many magenta items does the other network have? 	you have ten azure limes, you have fifteen magenta pistachios, you have nineteen gold oranges, you have thirteen magenta peppers, you have two magenta tangerines, you have sixteen purple avocados 	fifteen 	magenta
how many silver items does the other network have? 	you have ten pink pears, you have nine silver kohlrabis, you have ten lime cucumbers 	nine 	silver
how many indigo items does the other network have? 	you have two indigo kohlrabis, you have eleven indigo dragon fruits, you have thirteen beige kohlrabis, you have seven indigo pomegranates, you have two indigo cauliflowers, you have eighteen cyan kiwis, you have ten violet onions, you have four indigo sprouts, you have seven indigo pistachios 	eleven 	indigo
how many crimson items does the other network have? 	you have two maroon eggplants, you have seven green cherimoyas, you have eighteen crimson pistachios 	eighteen 	crimson
how many yellow items does the other network have? 	you have twenty purple kiwis, you have ten yellow peanuts, you have two yellow persimmons, you have eleven yellow apples, you have nine yellow chili peppers, you have one yellow melon, you have seven coral limes, you have nineteen coral watermelons, you have fourteen ruby tomatoes 	eleven 	yellow
how many lime items does the other network have? 	you have ten azure cherimoyas, you have twelve lime quinces, you have eight lime hazelnuts, you have three lime currants, you have fifteen lime figs, you have fourteen turquoise rutabagas, you have one lime currant, you have four khaki olives, you have six lime brussels sprouts 	fifteen 	lime
how many lavender items does the other network have? 	you have seven white squashes, you have four lavender olives, you have one lavender rutabaga, you have three lavender cranberries, you have nineteen yellow grapefruits, you have four lavender pumpkins, you have thirteen silver chili peppers, you have eight lavender walnuts, you have four lavender pecans 	eight 	lavender
how many azure items does the other network have? 	you have two coral soybeans, you have eleven azure cherries, you have nine azure sapotes, you have ten red broccoli, you have five beige kakis, you have twenty azure zucchini 	twenty 	azure
how many teal items does the other network have? 	you have nineteen black shallots, you have thirteen cyan kakis, you have seventeen brown yams, you have ten white sunflower seeds, you have two teal macadamia nuts, you have two teal pineapples 	two 	teal
how many pink items does the other network have? 	you have thirteen indigo pomegranates, you have three pink cabbages, you have twenty turquoise figs, you have five pink brussels sprouts, you have nine coral haricots, you have eight pink mangos 	eight 	pink
how many white items does the other network have? 	you have ten khaki haricots, you have twenty red leeks, you have seventeen white cauliflowers 	seventeen 	white
how many red items does the other network have? 	you have one crimson lychee, you have five red grapefruits, you have twelve crimson kumquats, you have five grey turnips, you have two cyan chickpeas, you have five red raspberries 	five 	red
how many brown items does the other network have? 	you have nineteen magenta rutabagas, you have five brown black-eyed peas, you have three lime pineapples, you have six teal pistachios, you have fourteen orange turnips, you have three brown lingonberries, you have two brown bananas, you have fifteen tan lychees, you have five brown apricots 	five 	brown
how many green items does the other network have? 	you have five orange radishes, you have eight green blackberries, you have two brown rutabagas 	eight 	green
how many silver items does the other network have? 	you have eleven magenta sunflower seeds, you have eleven maroon peas, you have seventeen silver leeks 	seventeen 	silver
how many ruby items does the other network have? 	you have one ruby peach, you have twenty violet zucchini, you have two ruby chili peppers, you have twenty gold oranges, you have three ruby cranberries, you have one ruby kohlrabi, you have four ruby kohlrabis, you have one ruby chickpea, you have nineteen green lemons 	four 	ruby
how many pink items does the other network have? 	you have nine teal sapotes, you have fourteen pink longans, you have fourteen pink hazelnuts, you have thirteen beige dates, you have four grey carrots, you have eighteen black chickpeas 	fourteen 	pink
how many beige items does the other network have? 	you have eleven beige passion fruits, you have five beige leeks, you have one red marula, you have nine indigo brazil nuts, you have fourteen turquoise figs, you have six beige mushrooms 	eleven 	beige
how many cyan items does the other network have? 	you have eighteen crimson cherimoyas, you have one silver tomatillo, you have nineteen olive black-eyed peas, you have fourteen green strawberries, you have one cyan melon, you have two cyan raspberries, you have two cyan cherimoyas, you have eight gold blackberries, you have one cyan watermelon 	two 	cyan
how many maroon items does the other network have? 	you have twenty blue broccoli, you have two yellow olives, you have three maroon cranberries, you have fourteen yellow bananas, you have fourteen maroon peas, you have nineteen beige soybeans, you have nineteen olive blueberries, you have seventeen maroon sweet potatoes, you have seventeen maroon brussels sprouts 	seventeen 	maroon
how many violet items does the other network have? 	you have eighteen violet potatoes, you have one azure sweet potato, you have six violet figs, you have twelve violet peanuts, you have six violet cherries, you have ten violet nectarines, you have two violet lemons, you have six gold sweet potatoes, you have three turquoise cherries 	eighteen 	violet
how many beige items does the other network have? 	you have five beige hazelnuts, you have four orange mangos, you have fifteen beige chestnuts, you have five beige apples, you have eleven white oranges, you have fourteen azure longans, you have eight pink sapotes, you have fifteen beige zucchini, you have twenty beige sprouts 	twenty 	beige
how many magenta items does the other network have? 	you have ten red morels, you have two brown boysenberries, you have six magenta peppers 	six 	magenta
how many grey items does the other network have? 	you have eight ruby turnips, you have one grey pecan, you have three grey cherries, you have one teal haricot, you have twelve green guavas, you have two grey brussels sprouts, you have three grey passion fruits, you have fourteen black pineapples, you have eleven red yams 	three 	grey
how many green items does the other network have? 	you have five green kohlrabis, you have six lavender sweet potatoes, you have twelve orange pistachios 	five 	green
how many azure items does the other network have? 	you have six azure cherries, you have fifteen purple papayas, you have two azure avocados, you have eleven maroon cauliflowers, you have thirteen khaki pears, you have eight azure cashews 	eight 	azure
how many teal items does the other network have? 	you have two teal pomegranates, you have thirteen turquoise peas, you have fifteen teal lemons, you have twelve tan onions, you have thirteen teal carrots, you have five azure peppers 	fifteen 	teal
how many silver items does the other network have? 	you have nineteen khaki blueberries, you have one silver parsnip, you have fourteen violet okras 	one 	silver
how many purple items does the other network have? 	you have seventeen beige persimmons, you have three purple figs, you have eleven blue tomatoes 	three 	purple
how many purple items does the other network have? 	you have eight purple shallots, you have three violet boysenberries, you have one yellow chestnut 	eight 	purple
how many green items does the other network have? 	you have four magenta lingonberries, you have four green lychees, you have twenty orange watermelons 	four 	green
how many red items does the other network have? 	you have nineteen grey tangelos, you have four red cashews, you have seven indigo olives, you have fifteen brown sweet potatoes, you have ten red limes, you have ten red chili peppers, you have two red pumpkins, you have sixteen maroon kola nuts, you have four red plantains 	ten 	red
how many lime items does the other network have? 	you have nine blue mushrooms, you have fifteen cyan kumquats, you have nineteen crimson peanuts, you have three lime leeks, you have two lime lemons, you have five lime tangelos 	five 	lime
how many silver items does the other network have? 	you have fourteen ruby longans, you have one silver ackee, you have three silver soybeans, you have five coral tangelos, you have two silver plantains, you have two brown yams 	three 	silver
how many green items does the other network have? 	you have three beige kumquats, you have one green kohlrabi, you have one green pear, you have seven black currants, you have two green passion fruits, you have one green radish, you have seven lime onions, you have eleven coral longans, you have one green cherimoya 	two 	green
how many ruby items does the other network have? 	you have two ruby cherries, you have three ruby chili peppers, you have fifteen olive peaches, you have three orange plantains, you have one ruby apricot, you have nineteen magenta pineapples, you have three ruby clementines, you have fourteen silver haricots, you have fourteen olive sunflower seeds 	three 	ruby
how many grey items does the other network have? 	you have twelve magenta cranberries, you have sixteen grey apricots, you have two grey figs, you have one violet zucchini, you have eighteen grey oranges, you have twelve azure peppers 	eighteen 	grey
how many violet items does the other network have? 	you have six violet chestnuts, you have nineteen white peppers, you have six violet asparagus, you have eighteen green radishes, you have six violet papayas, you have sixteen beige pomegranates, you have twenty khaki guavas, you have sixteen cyan chestnuts, you have eleven silver passion fruits 	six 	violet
how many coral items does the other network have? 	you have seven coral haricots, you have eighteen pink guavas, you have three blue lemons 	seven 	coral
how many beige items does the other network have? 	you have three brown lychees, you have three beige hazelnuts, you have one beige okra, you have five beige cherimoyas, you have thirteen beige peanuts, you have two gold guavas, you have three orange pistachios, you have eight beige chickpeas, you have nine beige pumpkins 	thirteen 	beige
how many grey items does the other network have? 	you have twelve green guavas, you have three grey cherries, you have eleven red yams 	three 	grey
how many tan items does the other network have? 	you have eight tan shallots, you have eleven maroon lentils, you have eleven olive marulas 	eight 	tan
how many cyan items does the other network have? 	you have eighteen ruby lingonberries, you have four cyan nectarines, you have four silver asparagus, you have seventeen gold cabbages, you have six cyan guavas, you have ten cyan melons, you have three cyan nectarines, you have five cyan rutabagas, you have two cyan plantains 	ten 	cyan
how many ruby items does the other network have? 	you have nineteen lime potatoes, you have twenty cyan pears, you have two ruby onions, you have eight beige bananas, you have twenty ruby bananas, you have twenty ruby sunflower seeds, you have twelve tan blackberries, you have fifteen ruby peaches, you have three ruby jackfruits 	twenty 	ruby
how many teal items does the other network have? 	you have eight teal leeks, you have nine teal dragon fruits, you have one teal cherimoya, you have twelve turquoise chickpeas, you have two orange tomatillos, you have two cyan chili peppers 	nine 	teal
how many white items does the other network have? 	you have three white nectarines, you have eleven blue lychees, you have twelve ruby leeks 	three 	white
how many black items does the other network have? 	you have twenty maroon shallots, you have three beige bananas, you have four black plums, you have twelve black shallots, you have sixteen black cranberries, you have three indigo peppers 	sixteen 	black
how many indigo items does the other network have? 	you have sixteen indigo cherimoyas, you have sixteen lime artichokes, you have four ruby cucumbers 	sixteen 	indigo
how many red items does the other network have? 	you have eleven ruby figs, you have eight maroon passion fruits, you have one red artichoke, you have fourteen brown mangos, you have five red plantains, you have eight red peanuts, you have seven red cucumbers, you have eight indigo hazelnuts, you have three red brazil nuts 	eight 	red
how many indigo items does the other network have? 	you have nine grey limes, you have one indigo kaki, you have nineteen tan peas, you have four indigo strawberries, you have six pink limes, you have seven indigo peaches, you have two indigo chickpeas, you have seven indigo sweet potatoes, you have sixteen grey mangos 	seven 	indigo
how many green items does the other network have? 	you have four white persimmons, you have thirteen green leeks, you have four green watermelons, you have fourteen red potatoes, you have seventeen green tomatoes, you have sixteen teal pears 	seventeen 	green
how many tan items does the other network have? 	you have eleven tan chickpeas, you have nine purple grapefruits, you have one lavender strawberry 	eleven 	tan
how many cyan items does the other network have? 	you have two coral lychees, you have eight cyan pomegranates, you have ten ruby broccoli 	eight 	cyan
how many crimson items does the other network have? 	you have ten crimson cauliflowers, you have fifteen violet peas, you have seven pink zucchini 	ten 	crimson
how many purple items does the other network have? 	you have nineteen turquoise pears, you have twelve purple radishes, you have fifteen lavender shallots 	twelve 	purple
how many magenta items does the other network have? 	you have one magenta passion fruit, you have twelve white limes, you have ten turquoise apples, you have seventeen gold lingonberries, you have four gold hazelnuts, you have one magenta apricot 	one 	magenta
how many purple items does the other network have? 	you have ten purple nectarines, you have twelve purple jackfruits, you have three purple limes, you have eighteen purple kumquats, you have six purple boysenberries, you have seventeen orange sweet potatoes, you have four olive morels, you have ten beige clementines, you have five purple lychees 	eighteen 	purple
how many tan items does the other network have? 	you have sixteen black raspberries, you have two tan radishes, you have nine tan passion fruits, you have eleven tan haricots, you have fifteen tan asparagus, you have twenty tan sapotes, you have twenty black daikons, you have three khaki hazelnuts, you have three tan black-eyed peas 	twenty 	tan
how many red items does the other network have? 	you have fourteen pink pecans, you have nine beige rutabagas, you have seven red leeks 	seven 	red
how many violet items does the other network have? 	you have seven violet brussels sprouts, you have four olive tomatoes, you have eight tan squashes 	seven 	violet
how many black items does the other network have? 	you have one black cherimoya, you have twelve black nectarines, you have eight grey oranges, you have twelve green leeks, you have four indigo apples, you have thirteen black rutabagas 	thirteen 	black
how many orange items does the other network have? 	you have thirteen olive olives, you have three orange okras, you have fourteen brown squashes 	three 	orange
how many cyan items does the other network have? 	you have eighteen olive olives, you have seventeen indigo walnuts, you have fourteen cyan clementines, you have six cyan clementines, you have eight cyan parsnips, you have twenty teal figs 	fourteen 	cyan
how many black items does the other network have? 	you have eleven red jackfruits, you have five black lemons, you have six black zucchini, you have one black lingonberry, you have eleven violet peppers, you have three black clementines, you have three black cabbages, you have fourteen tan parsnips, you have eight cyan oranges 	six 	black
how many maroon items does the other network have? 	you have two maroon clementines, you have fifteen lavender soybeans, you have fourteen beige kakis 	two 	maroon
how many indigo items does the other network have? 	you have eighteen cyan kiwis, you have seven indigo pomegranates, you have ten violet onions, you have four indigo sprouts, you have thirteen beige kohlrabis, you have eleven indigo dragon fruits 	eleven 	indigo
how many blue items does the other network have? 	you have one blue blueberry, you have two blue cherimoyas, you have twelve beige zucchini, you have one yellow boysenberry, you have one blue currant, you have two blue onions, you have five beige kumquats, you have nineteen orange broccoli, you have six khaki tangerines 	two 	blue
how many violet items does the other network have? 	you have ten violet rutabagas, you have seventeen turquoise zucchini, you have eight gold watermelons 	ten 	violet
how many ruby items does the other network have? 	you have sixteen green tomatillos, you have five green parsnips, you have sixteen ruby blueberries 	sixteen 	ruby
how many brown items does the other network have? 	you have eight olive cashews, you have eight azure pears, you have six black oranges, you have one brown sapote, you have one brown fig, you have fourteen gold nectarines, you have nine cyan quinces, you have three cyan yams, you have one brown watermelon 	one 	brown
how many tan items does the other network have? 	you have seven green chickpeas, you have three white blackberries, you have nineteen tan grapefruits 	nineteen 	tan
how many green items does the other network have? 	you have nine cyan boysenberries, you have six green cherries, you have six green oranges, you have nineteen maroon apricots, you have sixteen maroon cranberries, you have eleven gold beets 	six 	green
how many beige items does the other network have? 	you have four gold lentils, you have one beige pea, you have ten pink kohlrabis 	one 	beige
how many lavender items does the other network have? 	you have eleven tan dragon fruits, you have four lavender radishes, you have eleven lavender kakis, you have one lavender daikon, you have seventeen coral morels, you have fourteen olive leeks, you have fourteen lavender quinces, you have two lavender lychees, you have sixteen lavender haricots 	sixteen 	lavender
how many olive items does the other network have? 	you have two olive peaches, you have fourteen olive sweet potatoes, you have eighteen azure peanuts, you have nineteen olive cauliflowers, you have sixteen olive chickpeas, you have three olive clementines, you have nine teal shallots, you have three olive black-eyed peas, you have fifteen tan artichokes 	nineteen 	olive
how many white items does the other network have? 	you have one white marula, you have twenty pink peaches, you have eighteen tan mushrooms 	one 	white
how many beige items does the other network have? 	you have six lime rutabagas, you have seventeen white dates, you have ten beige beets 	ten 	beige
how many magenta items does the other network have? 	you have sixteen brown nectarines, you have four beige lemons, you have sixteen magenta daikons 	sixteen 	magenta
how many cyan items does the other network have? 	you have three cyan lentils, you have seven cyan clementines, you have four cyan eggplants, you have two maroon pomegranates, you have fifteen teal avocados, you have sixteen ruby dragon fruits, you have one cyan lemon, you have twenty purple grapefruits, you have six cyan chestnuts 	seven 	cyan
how many yellow items does the other network have? 	you have eight yellow lychees, you have five yellow dragon fruits, you have thirteen yellow cherimoyas, you have eleven white broccoli, you have five orange dates, you have eighteen pink rutabagas 	thirteen 	yellow
how many gold items does the other network have? 	you have three gold black-eyed peas, you have six gold tangelos, you have thirteen grey tangelos, you have nine gold dates, you have two beige strawberries, you have nine brown walnuts 	nine 	gold
how many blue items does the other network have? 	you have eight coral sunflower seeds, you have sixteen blue soybeans, you have thirteen yellow lingonberries, you have six indigo macadamia nuts, you have three blue morels, you have thirteen blue apricots 	sixteen 	blue
how many olive items does the other network have? 	you have nine olive pistachios, you have nine green onions, you have eighteen turquoise leeks, you have five purple kiwis, you have sixteen olive daikons, you have seven olive mushrooms 	sixteen 	olive
how many azure items does the other network have? 	you have two azure rutabagas, you have three azure potatoes, you have twelve azure chickpeas, you have nineteen brown blueberries, you have fourteen azure apricots, you have two azure mangos, you have nine azure walnuts, you have four ruby tangelos, you have twenty silver kakis 	fourteen 	azure
how many cyan items does the other network have? 	you have five cyan soybeans, you have fourteen khaki lychees, you have fourteen olive oranges 	five 	cyan
how many ruby items does the other network have? 	you have thirteen grey jackfruits, you have six blue cauliflowers, you have seventeen ruby kumquats 	seventeen 	ruby
how many ruby items does the other network have? 	you have thirteen coral chili peppers, you have twelve ruby strawberries, you have fifteen azure boysenberries 	twelve 	ruby
how many brown items does the other network have? 	you have seven brown cauliflowers, you have five brown mangos, you have three grey mushrooms, you have eight blue apples, you have two violet brussels sprouts, you have two brown rutabagas 	seven 	brown
how many cyan items does the other network have? 	you have eleven cyan brussels sprouts, you have thirteen green pineapples, you have five cyan plantains, you have eleven orange macadamia nuts, you have six cyan potatoes, you have twenty ruby pineapples 	eleven 	cyan
how many olive items does the other network have? 	you have twelve olive pecans, you have three olive onions, you have thirteen crimson ackees, you have fourteen beige yams, you have twenty red chili peppers, you have nine olive peas 	twelve 	olive
how many azure items does the other network have? 	you have one azure blueberry, you have fifteen pink boysenberries, you have six beige squashes, you have twelve coral leeks, you have one azure turnip, you have fifteen blue walnuts 	one 	azure
how many yellow items does the other network have? 	you have three yellow kohlrabis, you have eleven indigo artichokes, you have four yellow pears, you have one yellow asparagus, you have thirteen grey peanuts, you have thirteen magenta cherimoyas 	four 	yellow
how many olive items does the other network have? 	you have seventeen purple blueberries, you have ten olive pumpkins, you have twenty ruby pumpkins, you have nineteen brown bananas, you have one olive avocado, you have eleven olive apricots 	eleven 	olive
how many cyan items does the other network have? 	you have nineteen turquoise dragon fruits, you have four cyan apricots, you have five cyan okras, you have fourteen indigo cherimoyas, you have nine cyan okras, you have five beige walnuts 	nine 	cyan
how many grey items does the other network have? 	you have twenty grey mangos, you have nineteen orange kohlrabis, you have nineteen coral ackees 	twenty 	grey
how many purple items does the other network have? 	you have twelve purple parsnips, you have seven maroon cashews, you have nine lavender peaches, you have six purple pistachios, you have nine purple apples, you have sixteen purple clementines, you have nine ruby guavas, you have one purple sunflower seed, you have four purple jackfruits 	sixteen 	purple
how many blue items does the other network have? 	you have one blue pepper, you have one blue persimmon, you have fourteen crimson pineapples, you have twelve coral pistachios, you have nine coral marulas, you have eight magenta eggplants 	one 	blue
how many black items does the other network have? 	you have ten black cabbages, you have three turquoise watermelons, you have four green chestnuts 	ten 	black
how many grey items does the other network have? 	you have seven khaki limes, you have four gold watermelons, you have eleven cyan currants, you have twelve grey soybeans, you have fifteen grey sprouts, you have three grey lingonberries 	fifteen 	grey
how many magenta items does the other network have? 	you have ten magenta yams, you have two magenta cauliflowers, you have five magenta pomegranates, you have two green lingonberries, you have five magenta yams, you have fourteen orange haricots, you have one magenta peanut, you have seven magenta broccoli, you have thirteen lavender lychees 	ten 	magenta
how many purple items does the other network have? 	you have eight purple shallots, you have one yellow chestnut, you have seventeen violet tangerines, you have seven purple tangelos, you have three violet boysenberries, you have one purple black-eyed pea 	eight 	purple
how many turquoise items does the other network have? 	you have three black longans, you have eighteen green pears, you have seventeen maroon beets, you have one turquoise ackee, you have twelve khaki cherimoyas, you have one turquoise grapefruit 	one 	turquoise
how many yellow items does the other network have? 	you have eighteen yellow brussels sprouts, you have eighteen blue apples, you have thirteen cyan mangos, you have eighteen yellow lemons, you have two magenta black-eyed peas, you have two violet asparagus 	eighteen 	yellow
how many orange items does the other network have? 	you have six orange olives, you have seven orange peppers, you have five silver cranberries, you have seventeen grey pineapples, you have seven gold lemons, you have one orange parsnip 	seven 	orange
how many azure items does the other network have? 	you have four azure cabbages, you have eleven orange quinces, you have one azure plum, you have thirteen pink soybeans, you have one azure haricot, you have two silver dragon fruits, you have three azure limes, you have two azure lingonberries, you have one azure pistachio 	four 	azure
how many white items does the other network have? 	you have fourteen white broccoli, you have twenty red leeks, you have eleven tan watermelons, you have seventeen white cauliflowers, you have ten khaki haricots, you have three white nectarines 	seventeen 	white
how many pink items does the other network have? 	you have three pink peppers, you have nine orange pears, you have seven maroon bananas, you have nine pink ackees, you have twelve pink artichokes, you have seventeen white soybeans 	twelve 	pink
how many lime items does the other network have? 	you have eighteen brown avocados, you have three lime avocados, you have seven lime shallots, you have fourteen white sweet potatoes, you have eight maroon pears, you have two lime lemons, you have three lime blueberries, you have one lime chili pepper, you have five lime clementines 	seven 	lime
how many indigo items does the other network have? 	you have twenty black kohlrabis, you have six indigo yams, you have twelve purple squashes, you have two tan pecans, you have three indigo sapotes, you have three indigo melons 	six 	indigo
how many violet items does the other network have? 	you have seven orange broccoli, you have fifteen green jackfruits, you have eight white turnips, you have seven brown pecans, you have five violet cherimoyas, you have five violet tangerines 	five 	violet
how many magenta items does the other network have? 	you have two magenta broccoli, you have five magenta quinces, you have nineteen grey mushrooms, you have three magenta marulas, you have one silver marula, you have eighteen purple strawberries 	five 	magenta
how many maroon items does the other network have? 	you have ten tan kumquats, you have three maroon cabbages, you have eighteen white persimmons 	three 	maroon
how many coral items does the other network have? 	you have three coral beets, you have thirteen cyan dates, you have thirteen silver tomatoes 	three 	coral
how many ruby items does the other network have? 	you have seventeen crimson okras, you have fifteen ruby eggplants, you have three yellow grapefruits, you have nine ruby bananas, you have six ruby brussels sprouts, you have twelve brown cashews 	fifteen 	ruby
how many white items does the other network have? 	you have fifteen white squashes, you have seven white oranges, you have eight white sapotes, you have nineteen teal limes, you have seventeen lime hazelnuts, you have eight black brussels sprouts 	fifteen 	white
how many gold items does the other network have? 	you have eleven purple chickpeas, you have six gold melons, you have seventeen azure nectarines, you have four gold pecans, you have two gold walnuts, you have twelve olive nectarines, you have fourteen gold squashes, you have sixteen gold passion fruits, you have six gold radishes 	sixteen 	gold
how many black items does the other network have? 	you have seven crimson raspberries, you have seventeen black yams, you have thirteen black strawberries, you have thirteen ruby carrots, you have four black daikons, you have twelve khaki tomatillos 	seventeen 	black
how many turquoise items does the other network have? 	you have nineteen turquoise cucumbers, you have eight khaki lychees, you have five lime hazelnuts, you have nineteen turquoise guavas, you have one brown kumquat, you have four grey plantains 	nineteen 	turquoise
how many pink items does the other network have? 	you have nine pink sapotes, you have five turquoise kakis, you have six purple chickpeas 	nine 	pink
how many yellow items does the other network have? 	you have nineteen coral watermelons, you have eleven yellow apples, you have fourteen ruby tomatoes 	eleven 	yellow
how many maroon items does the other network have? 	you have twelve maroon sunflower seeds, you have one maroon banana, you have six maroon broccoli, you have eleven maroon peas, you have eleven green brazil nuts, you have fifteen brown papayas, you have six maroon parsnips, you have one orange yam, you have eighteen maroon squashes 	eighteen 	maroon
how many gold items does the other network have? 	you have eight gold kola nuts, you have eighteen magenta leeks, you have ten pink daikons 	eight 	gold
how many turquoise items does the other network have? 	you have nineteen purple artichokes, you have eighteen turquoise strawberries, you have four turquoise grapefruits, you have sixteen olive kakis, you have ten turquoise currants, you have six turquoise olives, you have ten green macadamia nuts, you have fourteen turquoise macadamia nuts, you have two turquoise cranberries 	eighteen 	turquoise
how many azure items does the other network have? 	you have two azure sunflower seeds, you have eighteen azure persimmons, you have ten maroon carrots, you have thirteen azure persimmons, you have four azure turnips, you have twelve pink cashews, you have twelve azure almonds, you have five azure okras, you have eleven teal turnips 	eighteen 	azure
how many coral items does the other network have? 	you have five coral eggplants, you have one coral jackfruit, you have four beige pears, you have sixteen white tomatoes, you have seven coral haricots, you have eighteen pink guavas, you have three blue lemons, you have six coral rutabagas, you have two coral avocados 	seven 	coral
how many crimson items does the other network have? 	you have sixteen magenta turnips, you have seventeen lime lentils, you have three gold oranges, you have one crimson boysenberry, you have seven orange mushrooms, you have eight crimson tangelos, you have seven crimson broccoli, you have nineteen silver strawberries, you have eight crimson apples 	eight 	crimson
how many ruby items does the other network have? 	you have nineteen ruby daikons, you have fifteen ruby lychees, you have eighteen maroon blackberries, you have six green nectarines, you have four ruby guavas, you have four crimson apricots 	nineteen 	ruby
how many white items does the other network have? 	you have eighteen white lemons, you have thirteen grey pears, you have six olive oranges 	eighteen 	white
how many black items does the other network have? 	you have eighteen gold cauliflowers, you have three ruby lychees, you have nineteen turquoise mangos, you have twelve black watermelons, you have four black rutabagas, you have twelve black plums, you have nine tan peanuts, you have ten coral sweet potatoes, you have eight black radishes 	twelve 	black
how many maroon items does the other network have? 	you have twelve coral clementines, you have four maroon apples, you have one maroon sunflower seed, you have four maroon papayas, you have six maroon macadamia nuts, you have five brown hazelnuts, you have one maroon pineapple, you have two maroon pumpkins, you have twenty magenta pomegranates 	six 	maroon
how many maroon items does the other network have? 	you have eight blue pomegranates, you have eighteen brown bananas, you have eight maroon bananas 	eight 	maroon
how many purple items does the other network have? 	you have nine purple pistachios, you have four yellow parsnips, you have six grey broccoli, you have three purple cranberries, you have thirteen grey peanuts, you have one purple lingonberry, you have eight purple dates, you have five purple almonds, you have one purple persimmon 	nine 	purple
how many silver items does the other network have? 	you have four silver nectarines, you have twelve silver quinces, you have nineteen silver blueberries, you have three silver peanuts, you have fourteen red grapefruits, you have one silver papaya, you have thirteen lavender cranberries, you have eighteen silver jackfruits, you have seven turquoise lentils 	nineteen 	silver
how many ruby items does the other network have? 	you have thirteen grey jackfruits, you have twelve ruby broccoli, you have seventeen ruby kumquats, you have six blue cauliflowers, you have sixteen silver plums, you have three ruby cashews, you have two ruby soybeans, you have twelve ruby peppers, you have five ruby apricots 	seventeen 	ruby
how many brown items does the other network have? 	you have six brown persimmons, you have seven brown limes, you have seven ruby daikons, you have thirteen brown lentils, you have four cyan cherries, you have twelve tan pineapples 	thirteen 	brown
how many lavender items does the other network have? 	you have two lavender lemons, you have four gold sunflower seeds, you have ten khaki cherimoyas, you have eleven lavender cranberries, you have thirteen turquoise potatoes, you have thirteen lavender tangelos 	thirteen 	lavender
how many crimson items does the other network have? 	you have three crimson limes, you have four tan pecans, you have seventeen maroon nectarines 	three 	crimson
how many azure items does the other network have? 	you have eleven blue tomatillos, you have five azure parsnips, you have eighteen brown kohlrabis 	five 	azure
how many red items does the other network have? 	you have four lavender pumpkins, you have two red lingonberries, you have twenty lime daikons 	two 	red
how many coral items does the other network have? 	you have one crimson hazelnut, you have eight coral quinces, you have ten coral almonds, you have seventeen turquoise potatoes, you have two coral cabbages, you have eight black squashes, you have six coral bananas, you have sixteen magenta grapefruits, you have four coral blackberries 	ten 	coral
how many turquoise items does the other network have? 	you have seven silver walnuts, you have nineteen azure onions, you have eleven ruby lemons, you have six turquoise asparagus, you have ten brown mushrooms, you have six turquoise mangos 	six 	turquoise
how many grey items does the other network have? 	you have twelve violet boysenberries, you have eight grey pineapples, you have nine grey daikons, you have two grey clementines, you have nineteen grey mangos, you have sixteen pink dates, you have one grey lentil, you have sixteen teal ackees, you have eighteen grey marulas 	nineteen 	grey
how many green items does the other network have? 	you have four silver cucumbers, you have seven khaki watermelons, you have twelve green strawberries, you have five green beets, you have twenty grey blackberries, you have fourteen green okras, you have two green avocados, you have nine green cranberries, you have four silver parsnips 	fourteen 	green
how many pink items does the other network have? 	you have five azure lychees, you have nine turquoise sunflower seeds, you have eighteen maroon longans, you have nineteen pink watermelons, you have nineteen pink kumquats, you have eight white nectarines 	nineteen 	pink
how many tan items does the other network have? 	you have two tan lentils, you have eighteen brown beets, you have five tan lentils, you have one tan tomato, you have six tan apples, you have seven tan jackfruits, you have four silver tomatillos, you have one olive sunflower seed, you have fourteen coral okras 	seven 	tan
how many brown items does the other network have? 	you have sixteen cyan potatoes, you have seven beige lingonberries, you have nine brown artichokes, you have one brown carrot, you have three brown ackees, you have seven brown peppers, you have one olive mushroom, you have ten brown beets, you have one red kaki 	ten 	brown
how many blue items does the other network have? 	you have one yellow boysenberry, you have twelve beige zucchini, you have two blue cherimoyas 	two 	blue
how many violet items does the other network have? 	you have nineteen indigo sapotes, you have two violet peppers, you have twelve violet carrots, you have one violet jackfruit, you have nineteen orange olives, you have four green cherimoyas, you have twelve yellow papayas, you have eleven violet peas, you have thirteen violet lentils 	thirteen 	violet
how many teal items does the other network have? 	you have seventeen teal cabbages, you have three pink plantains, you have fourteen cyan potatoes 	seventeen 	teal
how many grey items does the other network have? 	you have nine black artichokes, you have eight grey zucchini, you have nineteen silver longans, you have five green kumquats, you have two grey tangerines, you have six grey cauliflowers 	eight 	grey
how many teal items does the other network have? 	you have nineteen blue beets, you have four azure blackberries, you have seven teal sweet potatoes, you have nineteen khaki tangelos, you have four teal pomegranates, you have three teal longans 	seven 	teal
how many white items does the other network have? 	you have six white shallots, you have three orange blueberries, you have nineteen turquoise onions, you have nine white kola nuts, you have eight white boysenberries, you have one white raspberry, you have two white blueberries, you have nine pink peas, you have one white pepper 	nine 	white
how many lavender items does the other network have? 	you have thirteen lavender tangelos, you have thirteen turquoise potatoes, you have four gold sunflower seeds 	thirteen 	lavender
how many grey items does the other network have? 	you have one grey kiwi, you have one grey melon, you have ten silver morels, you have seven gold asparagus, you have sixteen lime peas, you have twenty pink soybeans, you have nineteen khaki brussels sprouts, you have one grey longan, you have nineteen turquoise jackfruits 	one 	grey
